Resume,Category
"Professional Summary:
Results-driven Cloud Engineer with 0 years of experience in
EC2, Terraform, IAM, Kubernetes. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
EC2, Terraform, IAM, Kubernetes, Lambda, DevOps, Azure, Google Cloud Platform, Problem Solving, Team Leadership

Experience:
Cloud Engineer at CloudNine Technologies
- Improved cloud security policies using Networking, across 5 production environments.
- Architected cloud infrastructure using AWS, by 20%.
- Automated auto-scaling systems using Python, by 35%.

Education:
B.Tech in Computer Science, State Technical University

Certifications:
Microsoft Certified: Azure Fundamentals",Cloud Engineer
"Professional Summary:
Results-driven Data Scientist with 5 years of experience in
PyTorch, Feature Engineering, Data Visualization, Machine Learning. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
PyTorch, Feature Engineering, Data Visualization, Machine Learning, Power BI, Jupyter, Matplotlib, Pandas, Time Management, Team Leadership

Experience:
Data Scientist at Pinnacle IT Services
- Built recommendation systems using Feature Engineering, improving performance by 40%.
- Created machine learning models using Machine Learning, reducing latency by 25%.

Education:
M.Tech in Computer Science, Delhi Technological University

Certifications:
PMP Certification",Data Scientist
"Professional Summary:
Results-driven Cloud Engineer with 10 years of experience in
EC2, Networking, Google Cloud Platform, Terraform. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
EC2, Networking, Google Cloud Platform, Terraform, IAM, DevOps, Kubernetes, Azure, Project Management, Agile

Experience:
Cloud Engineer at Skyline Digital
- Improved multi-region deployments using S3, reducing latency by 25%.
- Led cloud security policies using DevOps, across 5 production environments.
- Architected cloud infrastructure using Linux, by 35%.

Education:
M.Tech in Computer Science, Indian Institute of Technology

Certifications:
Oracle Certified Java Programmer",Cloud Engineer
"Professional Summary:
Results-driven Java Developer with 10 years of experience in
JUnit, Maven, SQL, Java. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
JUnit, Maven, SQL, Java, Multithreading, JPA, REST APIs, Kafka, Project Management, Time Management

Experience:
Java Developer at Quantum Softworks
- Managed batch jobs using SQL, by 35%.
- Streamlined database integrations using REST APIs, resulting in 15% cost savings.

Education:
B.E in Information Technology, Indian Institute of Technology

Certifications:
Microsoft Certified: Azure Fundamentals",Java Developer
"Professional Summary:
Results-driven Software Engineer with 1 years of experience in
CI/CD, Design Patterns, Object Oriented Programming, Algorithms. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
CI/CD, Design Patterns, Object Oriented Programming, Algorithms, Python, Agile, SQL, Data Structures, Time Management, Project Management

Experience:
Software Engineer at TechCorp Solutions
- Designed backend services using REST APIs, by 20%.
- Deployed scalable systems using System Design, by 20%.
- Automated internal tools using SQL, reducing latency by 25%.
- Streamlined software modules using Git, resulting in 15% cost savings.

Education:
M.Tech in Computer Science, VIT University

Certifications:
Google Data Analytics Certificate",Software Engineer
"Professional Summary:
Results-driven Software Engineer with 1 years of experience in
Git, System Design, Data Structures, Python. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Git, System Design, Data Structures, Python, Microservices, REST APIs, Agile, CI/CD, Communication, Project Management

Experience:
Software Engineer at Innovate Systems
- Improved scalable systems using SQL, improving performance by 40%.
- Led software modules using Data Structures, improving performance by 40%.

Education:
M.Tech in Computer Science, Anna University

Certifications:
Microsoft Certified: Azure Fundamentals",Software Engineer
"Professional Summary:
Results-driven Data Scientist with 5 years of experience in
Matplotlib, Machine Learning, Tableau, A/B Testing. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Matplotlib, Machine Learning, Tableau, A/B Testing, Power BI, Jupyter, PyTorch, Statistics, Communication, Time Management

Experience:
Data Scientist at NexGen Software
- Engineered predictive models using Deep Learning, by 20%.
- Created recommendation systems using Pandas, improving performance by 40%.

Education:
B.Tech in Computer Science, National Institute of Technology

Certifications:
Microsoft Certified: Azure Fundamentals",Data Scientist
"Professional Summary:
Results-driven Cloud Engineer with 7 years of experience in
Terraform, Docker, Networking, IAM. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Terraform, Docker, Networking, IAM, CloudFormation, S3, EC2, Azure, Agile, Communication

Experience:
Cloud Engineer at Pinnacle IT Services
- Managed auto-scaling systems using Azure, across 5 production environments.
- Delivered serverless architectures using Lambda, for over 10,000 users.
- Optimized multi-region deployments using S3, resulting in 15% cost savings.

Education:
B.Sc in Computer Science, State Technical University

Certifications:
PMP Certification",Cloud Engineer
"Professional Summary:
Results-driven Java Developer with 8 years of experience in
MySQL, Git, Hibernate, Maven. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
MySQL, Git, Hibernate, Maven, Kafka, Multithreading, Microservices, Spring Boot, Communication, Problem Solving

Experience:
Java Developer at Quantum Softworks
- Optimized batch jobs using Design Patterns, improving performance by 40%.
- Delivered REST APIs using Spring Boot, resulting in 15% cost savings.

Education:
B.Tech in Computer Science, VIT University

Certifications:
Certified Kubernetes Administrator",Java Developer
"Professional Summary:
Results-driven Data Scientist with 1 years of experience in
Jupyter, R, Scikit-learn, Pandas. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Jupyter, R, Scikit-learn, Pandas, Machine Learning, Statistics, Python, TensorFlow, Communication, Project Management

Experience:
Data Scientist at NexGen Software
- Designed dashboards using Feature Engineering, by 20%.
- Built data pipelines using Data Visualization, reducing latency by 25%.
- Created machine learning models using PyTorch, improving performance by 40%.

Education:
B.Tech in Electronics and Communication, Anna University

Certifications:
TensorFlow Developer Certificate",Data Scientist
"Professional Summary:
Results-driven Cloud Engineer with 6 years of experience in
IAM, S3, Docker, Lambda. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
IAM, S3, Docker, Lambda, Kubernetes, CloudFormation, Python, AWS, Project Management, Scrum

Experience:
Cloud Engineer at ByteForge Inc
- Architected cloud security policies using Terraform, by 35%.
- Managed cloud migrations using Kubernetes, by 20%.

Education:
M.Sc in Data Science, State Technical University

Certifications:
TensorFlow Developer Certificate",Cloud Engineer
"Professional Summary:
Results-driven Cloud Engineer with 0 years of experience in
Kubernetes, Lambda, Linux, Networking. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Kubernetes, Lambda, Linux, Networking, AWS, Docker, CloudFormation, Python, Project Management, Communication

Experience:
Cloud Engineer at Quantum Softworks
- Automated auto-scaling systems using Kubernetes, improving performance by 40%.
- Optimized serverless architectures using Security, by 20%.

Education:
M.Sc in Data Science, State Technical University

Certifications:
AWS Certified Solutions Architect",Cloud Engineer
"Professional Summary:
Results-driven Data Scientist with 11 years of experience in
A/B Testing, Machine Learning, Jupyter, Tableau. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
A/B Testing, Machine Learning, Jupyter, Tableau, Matplotlib, Feature Engineering, SQL, PyTorch, Communication, Team Leadership

Experience:
Data Scientist at ByteForge Inc
- Streamlined statistical analyses using Pandas, reducing latency by 25%.
- Delivered statistical analyses using Python, for over 10,000 users.

Education:
B.Sc in Computer Science, VIT University

Certifications:
Microsoft Certified: Azure Fundamentals",Data Scientist
"Professional Summary:
Results-driven DevOps Engineer with 2 years of experience in
Ansible, Linux, CI/CD, Prometheus. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Ansible, Linux, CI/CD, Prometheus, AWS, GitLab CI, Terraform, Grafana, Communication, Problem Solving

Experience:
DevOps Engineer at Skyline Digital
- Streamlined container orchestration using Prometheus, reducing latency by 25%.
- Architected monitoring systems using Git, improving performance by 40%.
- Improved infrastructure as code using Linux, resulting in 15% cost savings.
- Built monitoring systems using Git, for over 10,000 users.

Education:
B.Sc in Computer Science, Anna University

Certifications:
Certified Kubernetes Administrator",DevOps Engineer
"Professional Summary:
Results-driven Web Developer with 12 years of experience in
Bootstrap, Redux, CSS, Tailwind CSS. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Bootstrap, Redux, CSS, Tailwind CSS, Webpack, Git, SQL, TypeScript, Project Management, Agile

Experience:
Web Developer at CloudNine Technologies
- Managed responsive UIs using Express.js, by 20%.
- Improved e-commerce platforms using React, resulting in 15% cost savings.

Education:
B.E in Information Technology, State Technical University

Certifications:
Google Data Analytics Certificate",Web Developer
"Professional Summary:
Results-driven Software Engineer with 0 years of experience in
System Design, Data Structures, Git, C++. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
System Design, Data Structures, Git, C++, Unit Testing, Java, Microservices, CI/CD, Communication, Team Leadership

Experience:
Software Engineer at ByteForge Inc
- Designed internal tools using Agile, by 20%.
- Developed scalable systems using System Design, across 5 production environments.
- Developed automated tests using Design Patterns, for over 10,000 users.

Education:
B.E in Information Technology, National Institute of Technology

Certifications:
TensorFlow Developer Certificate",Software Engineer
"Professional Summary:
Results-driven Software Engineer with 0 years of experience in
Python, Git, Design Patterns, System Design. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Python, Git, Design Patterns, System Design, CI/CD, Microservices, REST APIs, SQL, Project Management, Time Management

Experience:
Software Engineer at TechCorp Solutions
- Deployed internal tools using Python, for over 10,000 users.
- Implemented APIs using System Design, reducing latency by 25%.
- Engineered software modules using Java, for over 10,000 users.
- Improved software modules using SQL, across 5 production environments.

Education:
B.E in Information Technology, Anna University

Certifications:
Certified Kubernetes Administrator",Software Engineer
"Professional Summary:
Results-driven Software Engineer with 5 years of experience in
C++, Git, Microservices, Unit Testing. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
C++, Git, Microservices, Unit Testing, Object Oriented Programming, Data Structures, Agile, CI/CD, Problem Solving, Project Management

Experience:
Software Engineer at DataWave Analytics
- Implemented internal tools using Data Structures, resulting in 15% cost savings.
- Managed backend services using Unit Testing, across 5 production environments.
- Architected backend services using CI/CD, across 5 production environments.

Education:
B.Tech in Computer Science, VIT University

Certifications:
TensorFlow Developer Certificate",Software Engineer
"Professional Summary:
Results-driven Java Developer with 0 years of experience in
Maven, SQL, Docker, Multithreading. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Maven, SQL, Docker, Multithreading, Hibernate, MySQL, Git, REST APIs, Project Management, Team Leadership

Experience:
Java Developer at CloudNine Technologies
- Optimized enterprise applications using SQL, improving performance by 40%.
- Engineered enterprise applications using Microservices, by 35%.
- Automated REST APIs using SQL, by 20%.

Education:
B.E in Information Technology, Indian Institute of Technology

Certifications:
Certified Kubernetes Administrator",Java Developer
"Professional Summary:
Results-driven Software Engineer with 7 years of experience in
Unit Testing, Git, Java, SQL. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Unit Testing, Git, Java, SQL, Python, Design Patterns, Object Oriented Programming, CI/CD, Communication, Agile

Experience:
Software Engineer at Skyline Digital
- Engineered scalable systems using Design Patterns, improving performance by 40%.
- Deployed backend services using Design Patterns, for over 10,000 users.
- Improved backend services using REST APIs, by 20%.
- Delivered internal tools using Object Oriented Programming, for over 10,000 users.

Education:
B.E in Information Technology, Pune University

Certifications:
Google Data Analytics Certificate",Software Engineer
"Professional Summary:
Results-driven AI Engineer with 12 years of experience in
FastAPI, NLP, Keras, PyTorch. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
FastAPI, NLP, Keras, PyTorch, Hugging Face, REST APIs, Kubernetes, Docker, Project Management, Team Leadership

Experience:
AI Engineer at TechCorp Solutions
- Implemented chatbots using FastAPI, reducing latency by 25%.
- Designed chatbots using Transformers, resulting in 15% cost savings.
- Architected deep learning models using Docker, by 35%.
- Designed model training pipelines using Keras, reducing latency by 25%.

Education:
B.E in Information Technology, VIT University

Certifications:
TensorFlow Developer Certificate",AI Engineer
"Professional Summary:
Results-driven AI Engineer with 1 years of experience in
FastAPI, MLOps, Transformers, Keras. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
FastAPI, MLOps, Transformers, Keras, CUDA, NLP, Kubernetes, Model Deployment, Problem Solving, Agile

Experience:
AI Engineer at DataWave Analytics
- Deployed AI inference services using MLOps, for over 10,000 users.
- Delivered AI inference services using Hugging Face, by 35%.

Education:
MCA, Anna University

Certifications:
AWS Certified Solutions Architect",AI Engineer
"Professional Summary:
Results-driven DevOps Engineer with 4 years of experience in
Linux, Grafana, Azure DevOps, Infrastructure as Code. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Linux, Grafana, Azure DevOps, Infrastructure as Code, Ansible, AWS, CI/CD, Monitoring, Agile, Time Management

Experience:
DevOps Engineer at Skyline Digital
- Automated container orchestration using Grafana, across 5 production environments.
- Improved deployment automation using Grafana, resulting in 15% cost savings.

Education:
M.Sc in Data Science, Pune University

Certifications:
Microsoft Certified: Azure Fundamentals",DevOps Engineer
"Professional Summary:
Results-driven Software Engineer with 7 years of experience in
Design Patterns, C++, Algorithms, Agile. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Design Patterns, C++, Algorithms, Agile, REST APIs, Object Oriented Programming, Python, Unit Testing, Communication, Project Management

Experience:
Software Engineer at CloudNine Technologies
- Led APIs using Design Patterns, for over 10,000 users.
- Engineered backend services using C++, improving performance by 40%.

Education:
M.Sc in Data Science, VIT University

Certifications:
AWS Certified Solutions Architect",Software Engineer
"Professional Summary:
Results-driven Java Developer with 12 years of experience in
Spring Boot, Git, MySQL, Kafka. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Spring Boot, Git, MySQL, Kafka, Multithreading, Docker, SQL, Java, Team Leadership, Time Management

Experience:
Java Developer at Innovate Systems
- Developed enterprise applications using JPA, reducing latency by 25%.
- Improved database integrations using REST APIs, by 20%.
- Led REST APIs using Maven, improving performance by 40%.

Education:
M.Sc in Data Science, VIT University

Certifications:
Certified Kubernetes Administrator",Java Developer
"Professional Summary:
Results-driven Data Scientist with 4 years of experience in
Power BI, NumPy, A/B Testing, R. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Power BI, NumPy, A/B Testing, R, Feature Engineering, Deep Learning, Machine Learning, TensorFlow, Communication, Agile

Experience:
Data Scientist at DataWave Analytics
- Developed dashboards using Matplotlib, reducing latency by 25%.
- Built recommendation systems using Pandas, improving performance by 40%.
- Built recommendation systems using Deep Learning, across 5 production environments.
- Delivered recommendation systems using R, resulting in 15% cost savings.

Education:
M.Sc in Data Science, Anna University

Certifications:
Oracle Certified Java Programmer",Data Scientist
"Professional Summary:
Results-driven Data Scientist with 9 years of experience in
Tableau, PyTorch, Data Visualization, Feature Engineering. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Tableau, PyTorch, Data Visualization, Feature Engineering, SQL, Matplotlib, Statistics, Pandas, Project Management, Problem Solving

Experience:
Data Scientist at Skyline Digital
- Delivered recommendation systems using Scikit-learn, for over 10,000 users.
- Improved statistical analyses using Matplotlib, improving performance by 40%.
- Developed machine learning models using Machine Learning, across 5 production environments.
- Deployed machine learning models using Deep Learning, improving performance by 40%.

Education:
M.Tech in Computer Science, Indian Institute of Technology

Certifications:
Microsoft Certified: Azure Fundamentals",Data Scientist
"Professional Summary:
Results-driven Java Developer with 0 years of experience in
Multithreading, Kafka, Microservices, SQL. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Multithreading, Kafka, Microservices, SQL, Git, Design Patterns, Docker, MySQL, Time Management, Communication

Experience:
Java Developer at Innovate Systems
- Optimized database integrations using Hibernate, across 5 production environments.
- Engineered backend systems using Kafka, resulting in 15% cost savings.

Education:
B.Tech in Computer Science, State Technical University

Certifications:
Oracle Certified Java Programmer",Java Developer
"Professional Summary:
Results-driven Cloud Engineer with 4 years of experience in
S3, IAM, Kubernetes, Azure. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
S3, IAM, Kubernetes, Azure, Lambda, Google Cloud Platform, Terraform, DevOps, Problem Solving, Project Management

Experience:
Cloud Engineer at CloudNine Technologies
- Streamlined auto-scaling systems using S3, improving performance by 40%.
- Managed cloud infrastructure using Docker, resulting in 15% cost savings.
- Streamlined cloud migrations using Security, for over 10,000 users.
- Led auto-scaling systems using Kubernetes, improving performance by 40%.

Education:
B.Tech in Electronics and Communication, Anna University

Certifications:
AWS Certified Solutions Architect",Cloud Engineer
"Professional Summary:
Results-driven AI Engineer with 12 years of experience in
Computer Vision, REST APIs, Docker, CUDA. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Computer Vision, REST APIs, Docker, CUDA, Model Deployment, TensorFlow, PyTorch, Transformers, Project Management, Agile

Experience:
AI Engineer at Quantum Softworks
- Architected deep learning models using TensorFlow, reducing latency by 25%.
- Led chatbots using OpenCV, by 20%.
- Delivered computer vision systems using REST APIs, by 35%.

Education:
MCA, Pune University

Certifications:
AWS Certified Solutions Architect",AI Engineer
"Professional Summary:
Results-driven DevOps Engineer with 8 years of experience in
Infrastructure as Code, Bash Scripting, Monitoring, Jenkins. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Infrastructure as Code, Bash Scripting, Monitoring, Jenkins, GitLab CI, Kubernetes, Ansible, Azure DevOps, Project Management, Time Management

Experience:
DevOps Engineer at TechCorp Solutions
- Streamlined container orchestration using GitLab CI, by 35%.
- Built release pipelines using Jenkins, resulting in 15% cost savings.
- Implemented CI/CD pipelines using Monitoring, for over 10,000 users.

Education:
MCA, National Institute of Technology

Certifications:
Oracle Certified Java Programmer",DevOps Engineer
"Professional Summary:
Results-driven Web Developer with 3 years of experience in
Git, HTML, Node.js, Tailwind CSS. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Git, HTML, Node.js, Tailwind CSS, MongoDB, Redux, Webpack, REST APIs, Agile, Team Leadership

Experience:
Web Developer at Pinnacle IT Services
- Optimized landing pages using Redux, resulting in 15% cost savings.
- Streamlined single page applications using REST APIs, resulting in 15% cost savings.
- Optimized landing pages using Redux, for over 10,000 users.
- Automated web applications using Express.js, improving performance by 40%.

Education:
M.Tech in Computer Science, VIT University

Certifications:
AWS Certified Solutions Architect",Web Developer
"Professional Summary:
Results-driven DevOps Engineer with 1 years of experience in
AWS, CI/CD, Terraform, Infrastructure as Code. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
AWS, CI/CD, Terraform, Infrastructure as Code, Monitoring, Prometheus, Git, Docker, Agile, Team Leadership

Experience:
DevOps Engineer at CloudNine Technologies
- Automated deployment automation using Monitoring, by 20%.
- Streamlined deployment automation using GitLab CI, across 5 production environments.
- Improved infrastructure as code using GitLab CI, by 20%.

Education:
B.Tech in Electronics and Communication, VIT University

Certifications:
TensorFlow Developer Certificate",DevOps Engineer
"Professional Summary:
Results-driven Data Scientist with 1 years of experience in
Tableau, NumPy, SQL, A/B Testing. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Tableau, NumPy, SQL, A/B Testing, Jupyter, Data Visualization, Matplotlib, Machine Learning, Time Management, Agile

Experience:
Data Scientist at Vertex Solutions
- Optimized statistical analyses using Jupyter, reducing latency by 25%.
- Architected predictive models using Pandas, across 5 production environments.
- Improved recommendation systems using Matplotlib, for over 10,000 users.
- Streamlined data pipelines using Deep Learning, improving performance by 40%.

Education:
M.Tech in Computer Science, Pune University

Certifications:
Certified Kubernetes Administrator",Data Scientist
"Professional Summary:
Results-driven AI Engineer with 9 years of experience in
OpenCV, Docker, Computer Vision, REST APIs. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
OpenCV, Docker, Computer Vision, REST APIs, TensorFlow, Hugging Face, Kubernetes, MLOps, Team Leadership, Time Management

Experience:
AI Engineer at Skyline Digital
- Managed computer vision systems using Hugging Face, improving performance by 40%.
- Improved computer vision systems using Keras, by 20%.

Education:
M.Sc in Data Science, Pune University

Certifications:
Google Data Analytics Certificate",AI Engineer
"Professional Summary:
Results-driven Software Engineer with 4 years of experience in
SQL, Object Oriented Programming, Design Patterns, Data Structures. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
SQL, Object Oriented Programming, Design Patterns, Data Structures, REST APIs, Python, Java, Unit Testing, Team Leadership, Project Management

Experience:
Software Engineer at NexGen Software
- Built software modules using Object Oriented Programming, for over 10,000 users.
- Engineered backend services using CI/CD, improving performance by 40%.
- Designed scalable systems using System Design, reducing latency by 25%.
- Delivered automated tests using Design Patterns, by 20%.

Education:
B.Sc in Computer Science, State Technical University

Certifications:
Microsoft Certified: Azure Fundamentals",Software Engineer
"Professional Summary:
Results-driven Data Scientist with 0 years of experience in
Power BI, Data Visualization, Scikit-learn, Pandas. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Power BI, Data Visualization, Scikit-learn, Pandas, A/B Testing, Machine Learning, PyTorch, Feature Engineering, Team Leadership, Scrum

Experience:
Data Scientist at NexGen Software
- Deployed dashboards using Jupyter, by 20%.
- Improved machine learning models using NumPy, reducing latency by 25%.

Education:
B.E in Information Technology, Indian Institute of Technology

Certifications:
PMP Certification",Data Scientist
"Professional Summary:
Results-driven Data Scientist with 11 years of experience in
Pandas, TensorFlow, Jupyter, NumPy. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Pandas, TensorFlow, Jupyter, NumPy, Tableau, R, SQL, Matplotlib, Team Leadership, Time Management

Experience:
Data Scientist at TechCorp Solutions
- Automated recommendation systems using A/B Testing, resulting in 15% cost savings.
- Developed data pipelines using Data Visualization, for over 10,000 users.
- Optimized recommendation systems using Feature Engineering, by 20%.

Education:
B.Tech in Computer Science, National Institute of Technology

Certifications:
Certified Kubernetes Administrator",Data Scientist
"Professional Summary:
Results-driven DevOps Engineer with 4 years of experience in
Azure DevOps, AWS, Git, Grafana. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Azure DevOps, AWS, Git, Grafana, Linux, Prometheus, Ansible, CI/CD, Communication, Problem Solving

Experience:
DevOps Engineer at Pinnacle IT Services
- Built monitoring systems using Bash Scripting, reducing latency by 25%.
- Designed deployment automation using Jenkins, resulting in 15% cost savings.

Education:
M.Sc in Data Science, Anna University

Certifications:
Google Data Analytics Certificate",DevOps Engineer
"Professional Summary:
Results-driven Software Engineer with 10 years of experience in
Data Structures, Design Patterns, Agile, SQL. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Data Structures, Design Patterns, Agile, SQL, CI/CD, Unit Testing, System Design, Git, Team Leadership, Project Management

Experience:
Software Engineer at Innovate Systems
- Designed APIs using Java, for over 10,000 users.
- Implemented APIs using Python, by 20%.
- Implemented automated tests using REST APIs, across 5 production environments.

Education:
M.Sc in Data Science, Indian Institute of Technology

Certifications:
Certified Kubernetes Administrator",Software Engineer
"Professional Summary:
Results-driven Data Scientist with 2 years of experience in
Power BI, SQL, PyTorch, Scikit-learn. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Power BI, SQL, PyTorch, Scikit-learn, NumPy, Jupyter, A/B Testing, Statistics, Agile, Problem Solving

Experience:
Data Scientist at Skyline Digital
- Improved dashboards using Data Visualization, for over 10,000 users.
- Designed data pipelines using Statistics, by 20%.

Education:
B.Sc in Computer Science, Delhi Technological University

Certifications:
Google Data Analytics Certificate",Data Scientist
"Professional Summary:
Results-driven Cloud Engineer with 10 years of experience in
EC2, DevOps, Kubernetes, S3. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
EC2, DevOps, Kubernetes, S3, Docker, AWS, Networking, Lambda, Team Leadership, Time Management

Experience:
Cloud Engineer at Vertex Solutions
- Managed serverless architectures using Linux, for over 10,000 users.
- Optimized cloud infrastructure using Google Cloud Platform, improving performance by 40%.
- Deployed cloud infrastructure using DevOps, reducing latency by 25%.

Education:
B.Sc in Computer Science, State Technical University

Certifications:
Google Data Analytics Certificate",Cloud Engineer
"Professional Summary:
Results-driven Data Scientist with 6 years of experience in
Deep Learning, Scikit-learn, Power BI, Pandas. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Deep Learning, Scikit-learn, Power BI, Pandas, SQL, NumPy, Machine Learning, PyTorch, Team Leadership, Communication

Experience:
Data Scientist at Vertex Solutions
- Improved machine learning models using A/B Testing, improving performance by 40%.
- Delivered dashboards using A/B Testing, by 20%.

Education:
B.Sc in Computer Science, VIT University

Certifications:
Google Data Analytics Certificate",Data Scientist
"Professional Summary:
Results-driven Data Scientist with 4 years of experience in
Deep Learning, Machine Learning, Feature Engineering, R. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Deep Learning, Machine Learning, Feature Engineering, R, Tableau, Jupyter, A/B Testing, TensorFlow, Time Management, Agile

Experience:
Data Scientist at ByteForge Inc
- Automated machine learning models using Python, across 5 production environments.
- Created recommendation systems using SQL, for over 10,000 users.
- Automated recommendation systems using Power BI, across 5 production environments.

Education:
M.Tech in Computer Science, State Technical University

Certifications:
Google Data Analytics Certificate",Data Scientist
"Professional Summary:
Results-driven Software Engineer with 5 years of experience in
CI/CD, C++, Unit Testing, System Design. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
CI/CD, C++, Unit Testing, System Design, Microservices, Agile, Git, Algorithms, Communication, Time Management

Experience:
Software Engineer at ByteForge Inc
- Built software modules using Algorithms, improving performance by 40%.
- Developed APIs using Python, across 5 production environments.
- Managed scalable systems using Java, resulting in 15% cost savings.

Education:
B.E in Information Technology, Indian Institute of Technology

Certifications:
Oracle Certified Java Programmer",Software Engineer
"Professional Summary:
Results-driven Data Scientist with 2 years of experience in
Feature Engineering, R, Deep Learning, TensorFlow. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Feature Engineering, R, Deep Learning, TensorFlow, Statistics, A/B Testing, SQL, Matplotlib, Team Leadership, Problem Solving

Experience:
Data Scientist at Innovate Systems
- Streamlined machine learning models using SQL, reducing latency by 25%.
- Engineered data pipelines using R, resulting in 15% cost savings.
- Architected recommendation systems using R, across 5 production environments.

Education:
B.E in Information Technology, Anna University

Certifications:
Google Data Analytics Certificate",Data Scientist
"Professional Summary:
Results-driven Data Scientist with 5 years of experience in
PyTorch, Tableau, Python, SQL. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
PyTorch, Tableau, Python, SQL, NumPy, A/B Testing, Feature Engineering, TensorFlow, Time Management, Communication

Experience:
Data Scientist at Pinnacle IT Services
- Created machine learning models using Jupyter, reducing latency by 25%.
- Designed statistical analyses using Jupyter, by 35%.
- Managed predictive models using Jupyter, resulting in 15% cost savings.

Education:
M.Sc in Data Science, Indian Institute of Technology

Certifications:
Scrum Master Certification",Data Scientist
"Professional Summary:
Results-driven Cloud Engineer with 3 years of experience in
S3, Python, Linux, Lambda. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
S3, Python, Linux, Lambda, CloudFormation, Terraform, DevOps, AWS, Scrum, Team Leadership

Experience:
Cloud Engineer at Pinnacle IT Services
- Designed serverless architectures using Lambda, reducing latency by 25%.
- Architected multi-region deployments using Terraform, by 35%.
- Designed multi-region deployments using AWS, for over 10,000 users.

Education:
B.Tech in Computer Science, State Technical University

Certifications:
TensorFlow Developer Certificate",Cloud Engineer
"Professional Summary:
Results-driven Cloud Engineer with 5 years of experience in
IAM, Security, Kubernetes, CloudFormation. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
IAM, Security, Kubernetes, CloudFormation, Linux, Terraform, Networking, Docker, Team Leadership, Problem Solving

Experience:
Cloud Engineer at Innovate Systems
- Built cloud infrastructure using Terraform, across 5 production environments.
- Optimized auto-scaling systems using DevOps, resulting in 15% cost savings.

Education:
B.Sc in Computer Science, Indian Institute of Technology

Certifications:
Microsoft Certified: Azure Fundamentals",Cloud Engineer
"Professional Summary:
Results-driven Cloud Engineer with 11 years of experience in
Docker, Terraform, DevOps, AWS. Proven track record of delivering high quality
solutions in fast paced environments.

Skills:
Docker, Terraform, DevOps, AWS, Azure, CloudFormation, IAM, Kubernetes, Time Management, Agile

Experience:
Cloud Engineer at TechCorp Solutions
- Automated serverless architectures using Terraform, for over 10,000 users.
- Engineered multi-region deployments using IAM, by 20%.

Education:
B.Sc in Computer Science, Pune University

Certifications:
AWS Certified Solutions Architect",Cloud Engineer
